age,daily_social_media_hours,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,stress_level,anxiety_level,addiction_level,depression_label,gender_female,gender_male,platform_usage_Both,platform_usage_Instagram,platform_usage_TikTok,social_interaction_level_high,social_interaction_level_low,social_interaction_level_medium
-0.9540987207341916,1.6578328019529458,0.6591770324823875,1.618829764033165,3.01,0.8342756727359152,-1.1873669281796289,-1.2723354351300666,-1.6133890005208393,-0.16284468609031386,0,1,0,1,0,0,1,0
1.5197959743414997,-1.2996489061890784,1.0752438891382292,1.618829764033165,3.22,-0.36859347436015183,0.8801159939227479,-1.6221985245333848,1.5674436401555145,-0.16284468609031386,1,0,0,0,1,1,0,0
0.5302380963112232,-1.5953970770032808,0.797865984701001,-1.7314359160584674,3.92,-1.7433010710413717,-1.1873669281796289,-0.5726092563234305,-1.2599631515568002,-0.16284468609031386,1,0,0,1,0,1,0,0
-0.45931978171905347,1.4113759929411105,0.31245465193585265,-0.19589747934980217,3.48,-0.36859347436015183,-1.5319474151966916,0.47698001188652356,1.2140177911914751,-0.16284468609031386,0,1,0,0,1,0,0,1
-0.45931978171905347,0.08050922427719948,-1.074434870250287,1.7584241673703165,2.37,0.6624372231507626,-0.8427864411625662,-0.22274616692011243,-1.2599631515568002,-0.16284468609031386,1,0,1,0,0,0,0,1
1.5197959743414997,1.4113759929411105,-1.421157250796822,0.9208577473474083,2.63,-0.7122703735304569,-0.8427864411625662,-0.22274616692011243,0.5071660932633963,-0.16284468609031386,1,0,1,0,0,1,0,0
1.0250170353263615,-1.003900735374876,-0.03426772861068207,0.9208577473474083,2.63,-0.5404319239453045,-1.1873669281796289,-1.2723354351300666,-0.19968560466468235,-0.16284468609031386,1,0,0,1,0,0,1,0
0.03545915729608479,-0.2645303083393699,-1.559846203015436,-1.7314359160584674,2.4,0.4905987735656104,0.1909550198886223,1.5265692800964776,-0.19968560466468235,-0.16284468609031386,0,1,1,0,0,0,1,0
1.5197959743414997,-0.6095698409559395,-1.0050903941409803,0.5020745373359545,2.04,-0.1967550247749994,-1.5319474151966916,1.5265692800964776,1.2140177911914751,-0.16284468609031386,1,0,0,0,1,1,0,0
-0.45931978171905347,-1.2996489061890784,-1.074434870250287,-0.33549188268695374,3.77,0.1469218743953056,-1.5319474151966916,-1.6221985245333848,-0.5531114536287215,-0.16284468609031386,0,1,0,0,1,1,0,0
0.03545915729608479,1.3127932693363764,-0.45033458526652453,1.618829764033165,3.16,0.3187603239804578,-0.15362546712844055,0.8268431012898416,1.2140177911914751,-0.16284468609031386,0,1,1,0,0,0,0,1
-1.4488776597493298,0.17909194788193372,-1.2131238224689012,1.0604521506845597,3.92,0.3187603239804578,-1.5319474151966916,1.5265692800964776,0.8605919422274357,-0.16284468609031386,0,1,0,1,0,0,1,0
0.03545915729608479,0.8198796513127057,0.5204880802637735,1.2000465540217111,2.02,1.1779525719062198,-0.15362546712844055,0.47698001188652356,0.15374024429935695,-0.16284468609031386,0,1,1,0,0,0,0,1
0.5302380963112232,1.115627822126908,-0.5196790613758313,-0.893869496035559,3.29,0.4905987735656104,-1.5319474151966916,1.5265692800964776,1.5674436401555145,-0.16284468609031386,1,0,0,0,1,0,0,1
-0.45931978171905347,0.5734228423008704,-0.38099010915721715,-1.3126527060470132,3.5,-0.5404319239453045,-1.5319474151966916,1.1767061906931597,-1.6133890005208393,-0.16284468609031386,0,1,0,0,1,0,1,0
-0.9540987207341916,-0.4616957555488381,-0.7970569658130595,-1.591841512721316,2.99,-1.2277857222859143,-0.49820595414550334,1.5265692800964776,-1.2599631515568002,-0.16284468609031386,1,0,1,0,0,1,0,0
-1.4488776597493298,-1.4968143533985465,-1.559846203015436,-0.47508628602410524,2.59,-0.8841088231156093,-0.49820595414550334,-0.22274616692011243,0.8605919422274357,-0.16284468609031386,0,1,1,0,0,1,0,0
0.03545915729608479,-0.7081525645606734,-0.24230115693860363,-1.3126527060470132,2.11,1.5216294710765246,1.5692769679568737,0.47698001188652356,1.5674436401555145,-0.16284468609031386,0,1,1,0,0,1,0,0
0.03545915729608479,1.066336460324541,0.24311017582654537,0.22288573066165163,3.08,0.6624372231507626,1.5692769679568737,1.1767061906931597,-1.6133890005208393,-0.16284468609031386,1,0,1,0,0,1,0,0
-0.9540987207341916,-1.6446884388056477,0.797865984701001,-1.0334638993727105,3.85,-0.36859347436015183,0.8801159939227479,-0.5726092563234305,0.15374024429935695,-0.16284468609031386,1,0,0,1,0,1,0,0
0.03545915729608479,-0.5602784791535723,-1.2824682985782085,0.5020745373359545,2.24,-1.0559472727007617,-0.49820595414550334,-1.6221985245333848,-0.9065373025927609,-0.16284468609031386,0,1,0,0,1,1,0,0
1.0250170353263615,-0.21523894653700315,0.6591770324823875,0.9208577473474083,2.38,0.8342756727359152,0.8801159939227479,-0.5726092563234305,1.2140177911914751,-0.16284468609031386,0,1,1,0,0,0,0,1
1.0250170353263615,0.3762573950914019,-1.074434870250287,-0.7542750926984079,3.69,0.3187603239804578,-0.15362546712844055,-0.5726092563234305,-0.19968560466468235,-0.16284468609031386,0,1,0,1,0,0,1,0
1.0250170353263615,-1.1024834589796102,0.797865984701001,-1.7314359160584674,2.96,1.1779525719062198,1.2246964809398109,0.8268431012898416,0.5071660932633963,-0.16284468609031386,1,0,0,0,1,0,0,1
1.0250170353263615,-1.053192097177243,0.17376569971723863,0.22288573066165163,2.53,-1.0559472727007617,0.8801159939227479,0.8268431012898416,-1.2599631515568002,-0.16284468609031386,1,0,1,0,0,1,0,0
-1.4488776597493298,-1.4968143533985465,0.5204880802637735,1.0604521506845597,2.15,0.4905987735656104,-0.49820595414550334,0.12711692248320564,-1.2599631515568002,-0.16284468609031386,1,0,1,0,0,0,0,1
-0.9540987207341916,0.5734228423008704,1.5606552219033776,-1.591841512721316,2.64,-1.5714626214562193,0.8801159939227479,1.1767061906931597,-0.5531114536287215,-0.16284468609031386,1,0,1,0,0,0,1,0
1.5197959743414997,-1.2503575443867112,0.45114360415446614,-1.1730583027098618,3.26,1.0061141223210677,0.5355355069056852,-0.22274616692011243,1.2140177911914751,-0.16284468609031386,0,1,0,0,1,1,0,0
-0.9540987207341916,-1.003900735374876,-0.5890235374851387,1.618829764033165,2.24,-0.8841088231156093,-0.8427864411625662,1.1767061906931597,-0.19968560466468235,-0.16284468609031386,0,1,0,0,1,0,1,0
0.03545915729608479,-0.5602784791535723,0.9365549369196151,1.4792353606960136,3.83,1.3497910214913724,0.1909550198886223,0.12711692248320564,-0.5531114536287215,-0.16284468609031386,1,0,0,0,1,0,0,1
-1.4488776597493298,1.0170450985221737,-0.5196790613758313,1.0604521506845597,2.67,0.1469218743953056,-1.1873669281796289,-1.6221985245333848,1.5674436401555145,-0.16284468609031386,0,1,0,0,1,0,1,0
-1.4488776597493298,-1.4475229915961794,1.5606552219033776,1.0604521506845597,3.69,-1.0559472727007617,0.8801159939227479,-1.2723354351300666,1.2140177911914751,-0.16284468609031386,1,0,0,1,0,1,0,0
0.03545915729608479,-0.9053180117701416,-1.559846203015436,0.9208577473474083,3.05,-1.399624171871067,-1.5319474151966916,0.8268431012898416,-0.5531114536287215,-0.16284468609031386,0,1,0,1,0,1,0,0
-0.9540987207341916,-0.21523894653700315,1.0752438891382292,1.7584241673703165,2.31,-0.36859347436015183,0.8801159939227479,-0.5726092563234305,-1.6133890005208393,-0.16284468609031386,0,1,0,0,1,0,1,0
-1.4488776597493298,1.0170450985221737,0.5898325563730802,-0.19589747934980217,3.27,-1.5714626214562193,1.5692769679568737,-1.2723354351300666,-1.6133890005208393,-0.16284468609031386,1,0,0,0,1,0,0,1
0.5302380963112232,0.22838330968430062,-1.074434870250287,0.5020745373359545,2.01,-0.02491657518984685,1.2246964809398109,-0.5726092563234305,1.2140177911914751,-0.16284468609031386,1,0,1,0,0,0,1,0
1.5197959743414997,0.031217862474832114,-0.6583680135944454,1.0604521506845597,3.96,-0.36859347436015183,-0.8427864411625662,1.5265692800964776,0.5071660932633963,-0.16284468609031386,1,0,0,1,0,1,0,0
0.5302380963112232,0.1298005860795664,-1.421157250796822,-0.6146806893612563,2.02,-0.8841088231156093,-0.15362546712844055,1.5265692800964776,0.15374024429935695,-0.16284468609031386,1,0,0,1,0,0,1,0
0.5302380963112232,-1.5953970770032808,1.0752438891382292,0.36248013399880297,2.84,1.3497910214913724,-1.5319474151966916,0.47698001188652356,0.8605919422274357,-0.16284468609031386,1,0,0,0,1,1,0,0
0.5302380963112232,0.8691710131150725,-1.6985351552340502,-1.0334638993727105,2.43,0.3187603239804578,-1.5319474151966916,1.5265692800964776,1.2140177911914751,-0.16284468609031386,1,0,0,1,0,1,0,0
-0.9540987207341916,0.9184623749174399,-0.5196790613758313,-1.1730583027098618,2.06,1.3497910214913724,1.5692769679568737,-0.5726092563234305,-1.2599631515568002,-0.16284468609031386,0,1,0,1,0,1,0,0
1.5197959743414997,-1.4475229915961794,1.4913107457940709,0.9208577473474083,3.81,-1.0559472727007617,1.5692769679568737,-0.5726092563234305,-1.6133890005208393,-0.16284468609031386,0,1,0,1,0,0,1,0
-0.9540987207341916,1.3620846311387431,0.8672104608103083,-0.47508628602410524,3.42,-1.2277857222859143,0.1909550198886223,-1.6221985245333848,0.8605919422274357,-0.16284468609031386,1,0,0,1,0,0,0,1
-0.45931978171905347,-0.2645303083393699,1.6299996980126854,-0.6146806893612563,3.59,1.5216294710765246,1.5692769679568737,0.12711692248320564,1.5674436401555145,-0.16284468609031386,0,1,1,0,0,0,0,1
-0.9540987207341916,0.326966033289035,-1.6291906791247435,0.5020745373359545,3.07,-1.399624171871067,1.2246964809398109,-0.9224723457267486,0.8605919422274357,-0.16284468609031386,0,1,1,0,0,0,0,1
-0.9540987207341916,-0.018073499327534777,-1.1437793463595944,-1.1730583027098618,2.22,-0.36859347436015183,-1.5319474151966916,-0.5726092563234305,1.5674436401555145,-0.16284468609031386,1,0,0,0,1,0,1,0
1.0250170353263615,1.115627822126908,1.4913107457940709,-0.893869496035559,2.36,1.0061141223210677,-1.5319474151966916,1.5265692800964776,1.5674436401555145,-0.16284468609031386,0,1,0,0,1,1,0,0
-1.4488776597493298,-0.5109871173512053,-0.9357459180316736,-0.893869496035559,2.27,1.3497910214913724,-1.1873669281796289,-0.22274616692011243,0.15374024429935695,-0.16284468609031386,1,0,0,1,0,0,0,1
0.03545915729608479,-1.1024834589796102,-0.10361220471998943,1.7584241673703165,3.24,1.5216294710765246,-0.49820595414550334,-0.5726092563234305,1.2140177911914751,-0.16284468609031386,0,1,0,0,1,0,0,1
-0.9540987207341916,-1.6446884388056477,1.4219662696847641,0.08329132732450051,3.65,1.3497910214913724,-0.15362546712844055,1.5265692800964776,1.5674436401555145,-0.16284468609031386,0,1,0,1,0,1,0,0
-1.4488776597493298,0.8198796513127057,0.45114360415446614,0.641668940673106,3.43,-1.399624171871067,-0.15362546712844055,-1.2723354351300666,-1.2599631515568002,-0.16284468609031386,0,1,1,0,0,0,0,1
1.0250170353263615,-0.018073499327534777,-1.6291906791247435,0.22288573066165163,3.42,-1.5714626214562193,0.1909550198886223,0.47698001188652356,0.8605919422274357,-0.16284468609031386,0,1,0,0,1,0,0,1
1.0250170353263615,-0.8067352881654076,-1.3518127746875153,1.0604521506845597,3.16,0.4905987735656104,-0.8427864411625662,0.47698001188652356,0.8605919422274357,-0.16284468609031386,0,1,0,1,0,0,1,0
